_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c
[Case],5007Q00000Zgj8jQAB,01154453,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Mappatura e compatibilità dei servizi,1.4.3 Adozione appIO,MODIFICA EELNCO SERVIZI DA AVVIARE CON NUOVA TASSONOMIA,"SI richiede di conoscere la procedura successiva alla variazione dei servizi da avviare in quanto dopo aver salvato in bozza le modifiche dei servizi APPio , il tasto Avanti non risulta attivato","<p>Gentile Stefano, grazie per averci contattato.</p><p> </p><p>Ti confermiamo che la piattaforma PA Digitale 2026 precarica i dati dell&#39;Amministrazione presenti nella banca dati PagoPA. È altresì necessario considerare che le attività di consolidamento dei dati e trasferimento dai registri di PagoPA S.p.a. alla piattaforma PA digitale 2026 hanno una latenza di alcune settimane e potrebbe essere necessario ancora qualche giorno perché l&#39;avvenuta attivazione sia acquisita.</p><p> </p><p>Ti informiamo inoltre che per far acquisire la data di completamento alle attività inserite nel progetto è necessario accedere allo Step 4 &quot;Completamento Attività&quot; e in corrispondenza di ciascun servizio selezionare lo stato &quot;Completata&quot; dal menu a tendina. Dopo di che è necessario cliccare sul tasto &quot;<span style=""background-color: aqua;"">Aggiorna&quot; in fondo alla pagina.</span></p><p> </p><p>Ti ricordiamo che la data di attivazione di ciascun servizio PagoPa è rappresentata da una transazione di almeno 0,01 € con esito positivo, con la corretta applicazione del codice tassonomico e IUV reale, associata all’ente titolare del credito. Si raccomanda di verificare che la modalità di pagamento utilizzata per la transazione consenta la trasmissione del codice tassonomico. </p><p> </p><p>Ti ricordiamo inoltre che è necessario che nel pagamento sia correttamente riportato il codice tassonomico corrispondente allo specifico servizio, così come indicato nel catalogo pagoPa, disponibile al seguente link https://docs.pagopa.it/sanp/ente-creditore/tassonomia-dei-servizi-di-incasso. Nel caso di mancato riscontro in merito all&#39;attivazione di uno o più servizi ti suggeriamo inoltre di verificare che il soggetto attuatore (Comune) sia registrato correttamente nel Portale delle Adesioni con il proprio Codice IPA. Inoltre, nel caso in cui siano presenti soggetti delegati alla riscossione (es. riscossori; municipalizzate; Gestori di pubblico servizio etc..), tali soggetti devono figurare nel Portale delle Adesioni come Partner o Intermediari Tecnologici nel rispetto delle SANP (specifiche attuative del nodo dei pagamenti https://docs.pagopa.it/sanp/ ). In caso contrario, il servizio risulterebbe associato al soggetto riscossore e non al Soggetto Attuatore, comportando un mancato riconoscimento dell’attivazione dei servizi. </p><p> </p><p>Nel caso in cui, fatte le richiamate verifiche, i servizi continuassero a non risultare attivi all&#39;interno del progetto, ti invitiamo ad aprire una nuova richiesta di assistenza da area privata (post login) inviandoci evidenza dell&#39;avvenuta attivazione degli stessi servizi al fine di compiere opportuni approfondimenti.</p>",,
[Case],5007Q00000Zgj9hQAB,01154454,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,UTENZA REVOCATA,"Gentilissimi,
sono il Dirigente del CPIA 5 di Sassari e non riesco più ad accedere alla piattaforma PA Digitale in quanto la mia utenza risulta revocata. Vi prego di provvedere con urgenza alla risoluzione della problematica riscontrata. Cordialità. Prof.ssa Rita Cambula","<p>Gentile utente, grazie per averci contattato. L&#39;utenza per Rita Cambula è stata correttamente attivata come richiesto.</p>",,
[Case],5007Q00000ZgjAGQAZ,01154455,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.4.3 Adozione appIO,aggiornamento attività completate,"procedendo al completamento delle attività appIO, in particolare le attività avviate dopo il 31 marzo 2021 con risorse proprie il bottone aggiorna non si attiva e di conseguenza il totale delle attività completate non si aggiorna","<p>Gentile Francesco, grazie per averci contattato.</p><p> </p><p>Ti confermiamo che la piattaforma PA Digitale 2026 precarica i dati dell&#39;Amministrazione presenti nella banca dati PagoPA. È altresì necessario considerare che le attività di consolidamento dei dati e trasferimento dai registri di PagoPA S.p.a. alla piattaforma PA digitale 2026 hanno una latenza di alcune settimane e potrebbe essere necessario ancora qualche giorno perché l&#39;avvenuta attivazione sia acquisita.</p><p> </p><p>Ti informiamo inoltre che per far acquisire la data di completamento alle attività inserite nel progetto è necessario accedere allo Step 4 &quot;Completamento Attività&quot; e in corrispondenza di ciascun servizio selezionare lo stato &quot;Completata&quot; dal menu a tendina. Dopo di che è necessario cliccare sul tasto &quot;<span style=""background-color: aqua;"">Aggiorna&quot; in fondo alla pagina.</span></p><p> </p><p>Ti ricordiamo che la data di attivazione di ciascun servizio PagoPa è rappresentata da una transazione di almeno 0,01 € con esito positivo, con la corretta applicazione del codice tassonomico e IUV reale, associata all’ente titolare del credito. Si raccomanda di verificare che la modalità di pagamento utilizzata per la transazione consenta la trasmissione del codice tassonomico. </p><p> </p><p>Ti ricordiamo inoltre che è necessario che nel pagamento sia correttamente riportato il codice tassonomico corrispondente allo specifico servizio, così come indicato nel catalogo pagoPa, disponibile al seguente link https://docs.pagopa.it/sanp/ente-creditore/tassonomia-dei-servizi-di-incasso. Nel caso di mancato riscontro in merito all&#39;attivazione di uno o più servizi ti suggeriamo inoltre di verificare che il soggetto attuatore (Comune) sia registrato correttamente nel Portale delle Adesioni con il proprio Codice IPA. Inoltre, nel caso in cui siano presenti soggetti delegati alla riscossione (es. riscossori; municipalizzate; Gestori di pubblico servizio etc..), tali soggetti devono figurare nel Portale delle Adesioni come Partner o Intermediari Tecnologici nel rispetto delle SANP (specifiche attuative del nodo dei pagamenti https://docs.pagopa.it/sanp/ ). In caso contrario, il servizio risulterebbe associato al soggetto riscossore e non al fornitr, comportando un mancato riconoscimento dell’attivazione dei servizi. </p><p> </p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Nel caso in cui, fatte le richiamate verifiche, i servizi continuassero a non risultare attivi all&#39;interno del progetto, ti invitiamo ad aprire una nuova richiesta di assistenza da area privata (post login) inviandoci evidenza dell&#39;avvenuta attivazione degli stessi servizi al fine di compiere opportuni approfondimenti.</span></p>",,
[Case],5007Q00000ZgjBYQAZ,01154456,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione pagoPA,VARIAZIONE TITOLARE EFFETTIVO SOGGETTO REALIZZATORE,Abbiamo necessità di modificare il Titolare Effettivo del soggetto realizzatore inserito.,"<p>Gentile Walter, grazie per averci contattato. Ti informiamo che qualora il progetto si trovi già in fase di asseverazione tecnica o formale, non è necessario modificare le informazioni relative al titolare effettivo del Soggetto realizzatore se queste risultano corrette al momento in cui tali dati sono stati inseriti in piattaforma (step 1). Se invece le informazioni inserite in step 1 risultano errate per mero errore materiale, ti invitiamo ad aprire una nuova richiesta di assistenza al fine di indicarci la necessità di sbloccare il progetto per consentire l&#39;aggiornamento dei dati.</p>",,
[Case],5007Q00000ZgjCmQAJ,01154460,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.4.5 Digitalizzazione degli avvisi pubblici,Richiesta erogazione contributo,"Buongiorno, ho appena caricato l'allegato 5 con la documentazione relativa alla regolare esecuzione delle attività. In fondo alla pagina, nonostante abbia caricato tutte le informazioni nei campi e caricato i documenti firmati digitalmetne, mi compare attivo solo il pulsante salva, mentre quello ""invia"" è disabilitato. Come mai? Grazie anticipatamente.","<p><span style=""font-size: 14px;"">Gentile Damiano, grazie per averci contattato.</span></p><p><span style=""font-size: 14px;"">Ti informiamo che, per l’invio della richiesta di erogazione del finanziamento, è necessario caricare il Certificato di Regolare Esecuzione firmato dal RUP in formato P7M (Cades). Infatti, da verifiche effettuate, tale certificato risulta caricato in formato PDF.</span></p><p><span style=""font-size: 14px;"">Caricato il Certificato di Regolare Esecuzione nel corretto formato (P7M), sarà possibile procedere con l’invio della richiesta di erogazione del finanziamento.</span></p>",,
[Case],5007Q00000ZgjDgQAJ,01154477,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,PROGETTO APP IO,"Con scadenza 30/11/2023 ci viene richiesto di avviare le azioni di adeguamento dei servizi per il progetto 1.4.3 - app IO - Comuni - Settembre 2022 per il Comune di Val Brembilla seguendo le indicazioni ricevute via PEC da pagoPA.
SI ALLEGA LA DICHIARAZIONE DI CONFERMA DEI SERVIZI DI APP IO IN RELAZIONE ALL’AVVISO PUBBLICO “MISURA 1.4.3 APP IO – VERIFICA SERVIZI AFFERENTI ALLA STESSA TIPOLOGIA - ALLEGATO 2 - TRASMESSA IN DATA 30/10/2023 E SI CHIEDE COME PROCEDERE.","<p>Gentile Erika, grazie per averci contattato. La piattaforma PA Digitale 2026 precarica i dati dell&#39;Amministrazione presenti nella banca dati PagoPA. Ti informiamo che è necessario attendere che la piattaforma acquisisca il dato, purtroppo il sistema delle comunicazioni è automatizzato per questo motivo ricevi i solleciti. Ti nvitiamo ad attendere e nel caso puoi provvedere ad inviarci la ricevuta di consegna della pec inviata a PAgoPA in modo da effettuare una verifica puntuale</p>","Si trasmette in allegato la ricevuta di consegna della pec inviata a PAgoPA al fine di effettuare una verifica puntuale.

Grazie
Erika Arrigoni","<p>Gentile Erika, grazie per averci contattato. Ti informiamo che abbiamo richiesto l&#39;integrazione del dato. Ti invitiamo ad attendere l&#39;aggiornamento in piattaforma.</p>"
[Case],5007Q00000ZgjEcQAJ,01154457,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.4.1 Esperienza dei servizi pubblici,Richiesta tempi previsti,"Come mai il progetto è ancora in verifica, quando verrà completata l'asseverazione?","<p><span style=""font-size: 14px;"">Gentile Anna  Maria, grazie per averci contattato. Ti informiamo che il progetto è attualmente nella fase “in verifica” in quanto è in corso l’asseverazione tecnica. Non esiste un tempo standard da fornirti per questa fase. Durante l’asseverazione tecnica verranno evidenziate, laddove presenti, eventuali criticità e, tramite invio di richiesta di chiarimenti, verrà data la possibilità all&#39;Ente di effettuare le opportune integrazioni. A seguito della valutazione positiva dell’asseverazione tecnica, per la quale riceverai opportuna comunicazione, potrai procedere con la richiesta di erogazione del finanziamento entrando nel tuo progetto e cliccando sullo step 5 della piattaforma &quot;Richiesta finanziamento&quot;.</span></p>",,
[Case],5007Q00000ZgjH2QAJ,01154458,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.4.3 Adozione appIO,PROBLEMA CARICAMENTO DOCUMENTO MODIFICA APPIO,"Il problema che voi sostenete essere temporaneo io lo sto riscontrando da giorni provando a generare il documento decine di volte. Chiedo con urgenza di essere contattato.
Cordiali Saluti
Dott. Antrilli Piercamillo","<p>Gentile Piercamillo, grazie per averci contattato. La tua segnalazione inerente il problema riscontrato durante il caricamento del documento firmato digitalmente è stata risolta. Ti invitiamo pertanto a riprovare caricando nuovamente il documento firmato.</p>","Il documento continua a non generarsi. Non riesco a scaricarlo. 
Cordiali Saluti","<p><span style=""font-size: 14.6667px; font-family: Calibri, Arial; color: rgb(0, 0, 0);"">Gentile Elettra, grazie per averci contattato. La tua segnalazione relativa all&#39;impossibilità di generare il documento di istanza di modifica firmato digitalmente è stata risolta, lo stesso adesso risulta correttamente caricato all&#39;interno della piattaforma, inoltre ti invitiamo a caricare  il documento firmato cosi da poter procedere con l&#39;istanza di modifica progetto.</span></p>"
[Case],5007Q00000ZgjH3QAJ,01154461,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,richiesta come reggente al polo est di lumezzanead entrare in pa digitale,"con la presente dopo essere stati associati all'ipa con cambio referente , attendiamo la procedura per poter accedere alla pa digitale 2026 con il referente Gabriele Bolcato reggente polo est di Lumezzane","<p>Gentile Gabriele, grazie per averci contattato. Ti informiamo che potrai registrarti come Rappresentante Legale per un nuovo istituto accendendo in piattaforma nella sezione &quot;La Mia PA&quot;, individuabile cliccando sul tasto relativo al tuo nome, presente in alto a destra nella schermata principale dell&#39;area riservata in piattaforma. Quindi cliccare sul tasto &quot;Associa nuova amministrazione&quot; per avviare la procedura guidata di registrazione per l&#39;ulteriore Istituto da gestire.</p><p>Ambito</p><p>Processo di adesione e monitoraggio</p><p>Comunicazione inviata</p>",,
[Case],5007Q00000ZgjKzQAJ,01154462,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.2 Abilitazione e facilitazione migrazione al Cloud,Richiesta erogazione risorse,"Buongiorno,
Facendo seguito all'ultima richiesta di integrazione a valere sull'avviso in oggetto, completata come da Vostre indicazioni nonostante risulti da portale PA Digitale essere ancora presente un'attività da concludere sempre a valere su PNRR Azione 1.2., sono a richiedere quali possano essere i tempi di erogazione delle risorse sia in considerazione dell'imminente chiusura dell'esercizio finanziario sia per il buon esito della nuova programmazione finanziaria annuale di questa istituzione Scolastica.
Sperando in un celere riscontro, saluto cordialmente.
Il DSGA
Cinzia Atticciati.","<p>Gentile Cinzia, grazie per averci contattato.</p><p>Da verifiche effettuate, il progetto per la misura 1.2 risulta in stato &quot;Completato&quot;. Pertanto, è necessario, in primis, inviare la richiesta di erogazione del finanziamento. Per inviare la richiesta di erogazione del finanziamento, dovrai caricare il certificato di regolare esecuzione firmato dal RUP in formato P7M e, dunque, cliccare sul tasto &quot;Invia&quot;.</p><p>Inviata, la richiesta di erogazione del finanziamento, dovrai attendere i tempi di verifica della richiesta da parte degli asseveratori. Non è prevista una tempistica standard per la verifica, tale tempistica è ignota a questo HelpDesk. Al termine della verifica si procederà all&#39;erogazione del finanziamento.</p>",,
[Case],5007Q00000ZgjMCQAZ,01154463,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Richiesta informazioni su prossimi step,"Considerato che non è possibile accettare completamente i servizi del ""catalogo"" poichè sembra non esserci interoperabilità tra la Piattaforma Padigitale2026 e Selfcare di PagoPA. 
Difatti, la piattaforma fornisce una fotografia dei servizi fornita da PagoPa ai primi di agosto 2023 e non fornisce un quadro chiaro sullo stato dell'arte,
pertanto si chiede:
- qual è la situazione dei progetti identificati con ID 2621 e ID 61801?;
- quali sono i prossimi step indispensabili per poter proseguire?","<p>Gentile Pasquale, grazie per averci contattato. Ti informiamo che il progetto 61801 ha una istanza di modifica in valutazione, è necessario attendere l&#39;esito della stessa per poter proseguire con il progetto. Ti segnaliamo a questo proposito che nell&#39;istanza presentata è stato inserito un servizio già in linea con il nuovo catalogo, &quot;Bandi di concorso&quot;, pertanto tale istanza verrà rigettata. Ti suggeriamo di chiedere, tramite una richiesta di assistenza, il rigetto di questa istanza presentata per poter provvedere, entro il termine del 30/11, a riproporre una nuova istanza che contenga servizi da sostituire non conformi al nuovo catalogo.  Per la candidatura 2621 l&#39;istanza di modifica è stata approvata è necessario ora effettuare l&#39;associazione dei servizi sostitutivi al fornitore ed al relativo contratto per poter completare il progetto. </p>",,
